customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnValue,ChurnScore,CLTV,ChurnReason
8433-WPJTV,Female,Yes,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No,United States,California,French Camp,95231.0,"37.873283, -121.292034",37.873283,-121.292034,0.0,75.0,5669.0,
5804-JMYIO,Female,No,Yes,Yes,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,No,United States,California,Glencoe,95232.0,"38.358464, -120.579304",38.358464,-120.579304,0.0,61.0,3944.0,
3763-GCZHZ,Male,No,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890.0,Yes,United States,California,Hathaway Pines,95233.0,"38.184914, -120.364085",38.184914,-120.364085,1.0,95.0,5504.0,Competitor offered more data
6484-LATFU,Male,No,No,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,No,United States,California,Linden,95236.0,"38.047746, -121.030499",38.047746,-121.030499,0.0,31.0,6042.0,
7599-NTMDP,Female,No,Yes,Yes,62.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No,United States,California,Lockeford,95237.0,"38.166791, -121.14207",38.166791,-121.14207,0.0,26.0,5453.0,
0772-GYEQQ,Male,No,No,No,3.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,United States,California,Lodi,95240.0,"38.123544, -121.159078",38.123544,-121.159078,1.0,93.0,5202.0,Competitor offered more data
0536-ACXIP,Female,No,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No,United States,California,Lodi,95242.0,"38.128087, -121.4078",38.128087,-121.4078,0.0,53.0,6452.0,
0936-NQLJU,Female,No,Yes,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,No,United States,California,Mokelumne Hill,95245.0,"38.304194, -120.592431",38.304194,-120.592431,0.0,79.0,5062.0,
4831-EOBFE,Male,No,Yes,Yes,29.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes,United States,California,Mountain Ranch,95246.0,"38.264262, -120.515133",38.264262,-120.515133,1.0,70.0,5150.0,Don't know
1575-KRZZE,Female,No,No,No,4.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,United States,California,Murphys,95247.0,"38.147852, -120.440124",38.147852,-120.440124,0.0,74.0,4042.0,
3251-YMVWZ,Male,No,No,No,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,No,United States,California,San Andreas,95249.0,"38.196497, -120.61689",38.196497,-120.61689,0.0,20.0,4865.0,
4102-OQUPX,Male,Yes,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,United States,California,Sheep Ranch,95250.0,"38.244806, -120.417301",38.244806,-120.417301,1.0,91.0,5429.0,Competitor made better offer
9170-GYZJC,Female,No,Yes,Yes,41.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,United States,California,Vallecito,95251.0,"38.055562, -120.456298",38.055562,-120.456298,1.0,84.0,4734.0,Price too high
4884-LEVMQ,Male,No,Yes,No,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790.0,No,United States,California,Valley Springs,95252.0,"38.156971, -120.849231",38.156971,-120.849231,0.0,80.0,2165.0,
8857-CUPFQ,Male,No,Yes,No,63.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,No,United States,California,Wallace,95254.0,"38.192608, -120.957842",38.192608,-120.957842,0.0,20.0,4538.0,
7610-TVOPG,Male,No,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,No,United States,California,West Point,95255.0,"38.41935, -120.469545",38.41935,-120.469545,0.0,73.0,2723.0,
3638-DIMPH,Female,No,Yes,No,13.0,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No,United States,California,Wilseyville,95257.0,"38.392686, -120.415951",38.392686,-120.415951,0.0,40.0,4369.0,
1845-ZLLIG,Male,No,No,No,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,United States,California,Woodbridge,95258.0,"38.169605, -121.310964",38.169605,-121.310964,0.0,50.0,4014.0,
8559-WNQZS,Male,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,No,United States,California,Atwater,95301.0,"37.321233, -120.656354",37.321233,-120.656354,0.0,27.0,5925.0,
3999-QGRJH,Male,Yes,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes,United States,California,Ballico,95303.0,"37.4695, -120.672724",37.4695,-120.672724,1.0,88.0,3068.0,Product dissatisfaction
1699-UOTXU,Male,No,No,No,60.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,United States,California,Big Oak Flat,95305.0,"37.818589, -120.256995",37.818589,-120.256995,0.0,40.0,6209.0,
2454-RPBRZ,Female,Yes,Yes,No,12.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes,United States,California,Catheys Valley,95306.0,"37.394411, -120.127262",37.394411,-120.127262,1.0,97.0,2709.0,Service dissatisfaction
0635-WKOLD,Male,No,Yes,No,40.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,United States,California,Ceres,95307.0,"37.553469, -120.952825",37.553469,-120.952825,0.0,32.0,5507.0,
5993-JSUWV,Female,No,No,No,66.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,United States,California,Columbia,95310.0,"38.085839, -120.37855",38.085839,-120.37855,0.0,66.0,5133.0,
4518-FZBSX,Male,No,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,No,United States,California,Coulterville,95311.0,"37.722127, -120.110174",37.722127,-120.110174,0.0,64.0,4439.0,
5387-ASZNZ,Female,Yes,No,No,66.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,United States,California,Cressey,95312.0,"37.420273, -120.66527",37.420273,-120.66527,0.0,80.0,4657.0,
6988-CJEYV,Male,No,No,No,49.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,United States,California,Crows Landing,95313.0,"37.435664, -121.049056",37.435664,-121.049056,0.0,79.0,6148.0,
2002-MZHWP,Female,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes,United States,California,Delhi,95315.0,"37.422961, -120.765493",37.422961,-120.765493,1.0,76.0,3820.0,Lack of self-service on Website
3097-FQTVJ,Female,No,No,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,No,United States,California,Denair,95316.0,"37.524721, -120.757977",37.524721,-120.757977,0.0,21.0,5913.0,
5465-BUBFA,Female,No,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,No,United States,California,El Nido,95317.0,"37.127386, -120.506422",37.127386,-120.506422,0.0,40.0,4180.0,
7299-GNVPL,Female,No,Yes,Yes,23.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,United States,California,El Portal,95318.0,"37.654551, -119.822984",37.654551,-119.822984,0.0,54.0,2177.0,
9743-DQKQW,Male,No,No,No,3.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,United States,California,Escalon,95320.0,"37.818543, -121.006907",37.818543,-121.006907,0.0,58.0,2013.0,
1215-VFYVK,Female,No,No,No,4.0,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,United States,California,Groveland,95321.0,"37.902968, -119.667544",37.902968,-119.667544,0.0,30.0,2682.0,
9371-BITHB,Female,No,Yes,Yes,52.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,No,United States,California,Gustine,95322.0,"37.147198, -121.120161",37.147198,-121.120161,0.0,43.0,5432.0,
2265-CYWIV,Female,Yes,Yes,No,4.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,United States,California,Hickman,95323.0,"37.605926, -120.69955",37.605926,-120.69955,1.0,77.0,4708.0,Network reliability
9093-FPDLG,Female,No,No,No,11.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,United States,California,Hilmar,95324.0,"37.394536, -120.890747",37.394536,-120.890747,0.0,52.0,2405.0,
0541-FITGH,Female,No,Yes,No,2.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,United States,California,Hornitos,95325.0,"37.479926, -120.230424",37.479926,-120.230424,0.0,34.0,5766.0,
6985-HAYWX,Female,No,Yes,No,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,United States,California,Hughson,95326.0,"37.5923, -120.853288",37.5923,-120.853288,0.0,54.0,5168.0,
7508-KBIMB,Male,No,Yes,Yes,24.0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,United States,California,Jamestown,95327.0,"37.84771, -120.486589",37.84771,-120.486589,0.0,52.0,3607.0,
6838-HVLXG,Female,No,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,No,United States,California,Keyes,95328.0,"37.555631, -120.911653",37.555631,-120.911653,0.0,27.0,4177.0,
2277-DJJDL,Male,Yes,Yes,No,60.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,United States,California,La Grange,95329.0,"37.666587, -120.411517",37.666587,-120.411517,0.0,40.0,4763.0,
1897-OKVMW,Female,No,Yes,Yes,64.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,United States,California,Lathrop,95330.0,"37.80821, -121.308401",37.80821,-121.308401,0.0,43.0,5240.0,
5485-ITNPC,Male,No,Yes,No,66.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,United States,California,Le Grand,95333.0,"37.249377, -120.249581",37.249377,-120.249581,0.0,24.0,5137.0,
0233-FTHAV,Female,No,No,No,60.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,No,United States,California,Livingston,95334.0,"37.361987, -120.748394",37.361987,-120.748394,0.0,49.0,5687.0,
4644-PIZRT,Male,No,Yes,Yes,17.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,United States,California,Long Barn,95335.0,"38.109125, -120.078597",38.109125,-120.078597,0.0,35.0,2704.0,
8922-NPKBJ,Male,No,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,No,United States,California,Manteca,95336.0,"37.830267, -121.201018",37.830267,-121.201018,0.0,21.0,3433.0,
2740-TVLFN,Male,No,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,United States,California,Manteca,95337.0,"37.750822, -121.238423",37.750822,-121.238423,0.0,80.0,3043.0,
7771-CFQRQ,Female,No,Yes,Yes,47.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,United States,California,Mariposa,95338.0,"37.526791, -119.99437",37.526791,-119.99437,0.0,45.0,5144.0,
9512-PHSMG,Female,No,Yes,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,No,United States,California,Merced,95340.0,"37.255637, -120.493537",37.255637,-120.493537,0.0,71.0,4907.0,
6963-EZQEE,Male,Yes,Yes,No,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,United States,California,Midpines,95345.0,"37.581496, -119.972762",37.581496,-119.972762,0.0,37.0,4097.0,
2452-KDRRH,Male,Yes,No,No,67.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,United States,California,Mi Wuk Village,95346.0,"38.121601, -120.133915",38.121601,-120.133915,0.0,28.0,5269.0,
2004-OCQXK,Female,No,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,United States,California,Merced,95348.0,"37.40122, -120.514191",37.40122,-120.514191,1.0,85.0,5622.0,Limited range of services
5027-QPKTE,Male,No,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes,United States,California,Modesto,95350.0,"37.671806, -121.007575",37.671806,-121.007575,1.0,82.0,4292.0,Lack of affordable download/upload speed
4146-SVFUD,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,United States,California,Modesto,95351.0,"37.621458, -121.012295",37.621458,-121.012295,0.0,77.0,4864.0,
1564-HJUVY,Male,No,No,No,4.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,United States,California,Modesto,95354.0,"37.639029, -120.964772",37.639029,-120.964772,0.0,59.0,2624.0,
3617-XLSGQ,Female,No,Yes,Yes,66.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,United States,California,Modesto,95355.0,"37.672906, -120.946594",37.672906,-120.946594,0.0,28.0,5865.0,
7517-LDMPS,Female,No,No,No,12.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,United States,California,Modesto,95356.0,"37.716186, -121.025836",37.716186,-121.025836,0.0,75.0,4807.0,
7244-KXYZN,Female,No,No,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,No,United States,California,Modesto,95357.0,"37.670526, -120.877572",37.670526,-120.877572,0.0,20.0,4690.0,
5226-NOZFC,Male,No,No,No,26.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,United States,California,Modesto,95358.0,"37.612612, -121.108568",37.612612,-121.108568,0.0,64.0,3178.0,
2672-HUYVI,Female,No,No,No,6.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,United States,California,Newman,95360.0,"37.343846, -121.039391",37.343846,-121.039391,1.0,68.0,2266.0,Long distance charges
1400-WIVLL,Male,No,Yes,No,57.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,United States,California,Oakdale,95361.0,"37.785033, -120.776141",37.785033,-120.776141,0.0,24.0,4687.0,
7508-MYBOG,Male,No,Yes,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,United States,California,Patterson,95363.0,"37.410236, -121.320337",37.410236,-121.320337,1.0,89.0,2177.0,Extra data charges
8148-NLEGT,Female,No,Yes,Yes,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,No,United States,California,Pinecrest,95364.0,"38.224869, -119.755729",38.224869,-119.755729,0.0,24.0,4650.0,
0148-DCDOS,Male,No,No,No,25.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,United States,California,Planada,95365.0,"37.329725, -120.306399",37.329725,-120.306399,1.0,82.0,5641.0,Price too high
8347-GDTMP,Female,No,Yes,No,64.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,No,United States,California,Ripon,95366.0,"37.750778, -121.13238",37.750778,-121.13238,0.0,78.0,5113.0,
9992-RRAMN,Male,No,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,Yes,United States,California,Riverbank,95367.0,"37.734971, -120.954271",37.734971,-120.954271,1.0,68.0,5248.0,Product dissatisfaction
6746-WAUWT,Male,No,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,No,United States,California,Salida,95368.0,"37.713152, -121.08739",37.713152,-121.08739,0.0,41.0,4431.0,
0310-MVLET,Female,No,Yes,Yes,61.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,United States,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,1.0,77.0,5612.0,Service dissatisfaction
0428-IKYCP,Male,No,Yes,No,22.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,United States,California,Sonora,95370.0,"37.982716, -120.343732",37.982716,-120.343732,0.0,49.0,5233.0,
4550-VBOFE,Male,Yes,Yes,No,70.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes,United States,California,Soulsbyville,95372.0,"37.990574, -120.261821",37.990574,-120.261821,1.0,99.0,5005.0,Lack of self-service on Website
2187-PKZAY,Male,No,No,No,12.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,United States,California,Stevinson,95374.0,"37.316807, -120.855753",37.316807,-120.855753,0.0,71.0,2968.0,
4003-OCTMP,Female,No,Yes,No,31.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,United States,California,Tracy,95376.0,"37.680968, -121.446049",37.680968,-121.446049,0.0,24.0,5191.0,
6652-YFFJO,Female,No,No,No,11.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,United States,California,Tuolumne,95379.0,"37.939768, -120.188002",37.939768,-120.188002,0.0,80.0,2775.0,
7225-IILWY,Male,No,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,United States,California,Turlock,95380.0,"37.474396, -120.875917",37.474396,-120.875917,0.0,26.0,5434.0,
5248-RPYWW,Female,Yes,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,United States,California,Turlock,95382.0,"37.529656, -120.854357",37.529656,-120.854357,0.0,49.0,4606.0,
7923-IYJWY,Male,Yes,No,No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,United States,California,Twain Harte,95383.0,"38.107441, -120.230625",38.107441,-120.230625,0.0,60.0,5896.0,
3170-GWYKC,Female,No,No,No,60.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,United States,California,Vernalis,95385.0,"37.609095, -121.263381",37.609095,-121.263381,0.0,62.0,5926.0,
5696-QURRL,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,United States,California,Waterford,95386.0,"37.669516, -120.626964",37.669516,-120.626964,1.0,73.0,2644.0,Network reliability
7409-KIUTL,Female,Yes,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,United States,California,Westley,95387.0,"37.546007, -121.28257",37.546007,-121.28257,1.0,72.0,5345.0,Don't know
9830-ECLEN,Male,No,Yes,Yes,58.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,United States,California,Winton,95388.0,"37.421299, -120.599587",37.421299,-120.599587,0.0,45.0,4704.0,
1732-VHUBQ,Female,Yes,Yes,Yes,47.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes,United States,California,Yosemite National Park,95389.0,"37.704267, -119.607001",37.704267,-119.607001,1.0,82.0,4457.0,Don't know
0495-RVCBF,Female,No,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460517,-122.790335,1.0,75.0,2066.0,Don't know
2668-TZSPS,Male,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,United States,California,Santa Rosa,95403.0,"38.488431, -122.752839",38.488431,-122.752839,0.0,51.0,2664.0,
7854-EDSSA,Male,No,No,No,22.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,Yes,United States,California,Santa Rosa,95404.0,"38.526941, -122.709096",38.526941,-122.709096,1.0,77.0,2195.0,Poor expertise of online support
8869-TORSS,Female,No,No,No,48.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,Yes,United States,California,Santa Rosa,95405.0,"38.439696, -122.668817",38.439696,-122.668817,1.0,69.0,2681.0,Poor expertise of phone support
7446-SFAOA,Female,No,Yes,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,No,United States,California,Santa Rosa,95407.0,"38.394091, -122.739814",38.394091,-122.739814,0.0,20.0,5707.0,
9522-ZSINC,Male,No,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,No,United States,California,Santa Rosa,95409.0,"38.468893, -122.580539",38.468893,-122.580539,0.0,24.0,2252.0,
8234-GSZYK,Male,No,No,No,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,No,United States,California,Albion,95410.0,"39.225694, -123.717354",39.225694,-123.717354,0.0,51.0,3881.0,
6505-OZNPG,Female,No,No,No,6.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,No,United States,California,Annapolis,95412.0,"38.731055, -123.316553",38.731055,-123.316553,0.0,48.0,3909.0,
6164-HAQTX,Male,No,No,No,71.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,United States,California,Boonville,95415.0,"39.025867, -123.381544",39.025867,-123.381544,0.0,76.0,4094.0,
0679-IDSTG,Female,Yes,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,United States,California,Branscomb,95417.0,"39.710591, -123.682799",39.710591,-123.682799,1.0,87.0,4568.0,Price too high
7765-LWVVH,Female,No,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,No,United States,California,Caspar,95420.0,"39.361283, -123.784599",39.361283,-123.784599,0.0,25.0,5584.0,
1658-TJVOA,Female,Yes,No,No,6.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,United States,California,Cazadero,95421.0,"38.578807, -123.19338",38.578807,-123.19338,0.0,79.0,4716.0,
0953-LGOVU,Male,No,Yes,Yes,12.0,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,United States,California,Clearlake,95422.0,"38.965804, -122.631779",38.965804,-122.631779,0.0,75.0,2562.0,
2115-BFTIW,Male,No,No,No,25.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,Yes,United States,California,Clearlake Oaks,95423.0,"39.07116, -122.598542",39.07116,-122.598542,1.0,75.0,4881.0,Product dissatisfaction
4692-NNQRU,Female,No,Yes,No,21.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No,United States,California,Cloverdale,95425.0,"38.801936, -122.938935",38.801936,-122.938935,0.0,24.0,4900.0,
7742-MYPGI,Female,No,Yes,Yes,6.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,United States,California,Cobb,95426.0,"38.838088, -122.73203",38.838088,-122.73203,0.0,45.0,4538.0,
0611-DFXKO,Male,No,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,Yes,United States,California,Comptche,95427.0,"39.239818, -123.565432",39.239818,-123.565432,1.0,78.0,4594.0,Service dissatisfaction
7780-OTDSO,Male,No,Yes,No,18.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,United States,California,Covelo,95428.0,"39.83307, -123.178765",39.83307,-123.178765,1.0,86.0,2421.0,Lack of self-service on Website
9619-GSATL,Female,No,No,No,43.0,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,No,United States,California,Dos Rios,95429.0,"39.756049, -123.358701",39.756049,-123.358701,0.0,48.0,3350.0,
